TERM;POSITION;TYPE;MODE;URI;CURRENT_TERM;AMBIGUOUS;ANOTHER_MEANING;ANOTHER_MEANING_URI;DESCRIPTION;GAZETTEER;VERIFICATION
Ade;104266;PPLN;GENT;http://sws.geonames.org/3130966;Ada,Adá;not;;;null;Geonames;VALIDATE
Roy;104300;PPN;PPT;;;yes;APLN;;;;VALIDATE
Garcia;104304;PN;FT;;;;;;;;FOUND
Galliçia;104334;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Freeling;FOUND
Johan;104354;PN;FT;;;yes;APLN;;;;FOUND
Alfonso;104360;PN;FT;;;;;;;;FOUND
Sanctiaguo;104382;PPLN;PPT;;;not;;;;;VALIDATE
Rey;104408;PLN;FT;http://sws.geonames.org/3111903;Rey,Santa Eulalia;not;;;null;Geonames;FOUND
Alfonso;104473;PN;FT;;;yes;APLN;;;;FOUND
Dios;104499;PN;FT;;;;;;;;FOUND
Castiella;104512;PLN;FT; ;Castilla;not;;; ;Medieval;FOUND
Toledo;104525;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Leon;104535;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;; ;Medieval;FOUND
Gallizia;104543;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;; ;Medieval;FOUND
Seuilla;104555;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;104566;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;; ;Medieval;FOUND
Murcia;104577;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;104587;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;; ;Medieval;FOUND
Algarue;104599;PPLN;PPT;;;not;;;;;VALIDATE
Toledo;104693;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Dios;105640;PN;FT; ; ;not; ; ; ; ;FOUND
Valladolit;105688;PLN;FT;http://sws.geonames.org/3106672/;Valladolid;not;;;null;Freeling;FOUND
Burgos;106529;PLN;FT;http://sws.geonames.org/6356377;Burgi,Burgos,Burgosas,Burgoso,Burgus,brghsh,brgws,bu er ge si,buleugoseu,bur kos,burugosu,bwrgws,Бургос,Бурґос,برغش,برگوس,بورگوس,บูร์โกส,ブルゴス,布尔戈斯,부르고스;not;;;null;Geonames;FOUND
Yo;109306;UN;UNI;;;not;;;;;UNIDENTIFIED
Gil;109309;PLN;FT;http://sws.geonames.org/10055472; ;not;;;null;Geonames;FOUND
Martinez;109313;APLN;AT;http://sws.geonames.org/9170045; ;yes;PN; ;null;Geonames;VALIDATE
Siguença;109326;PPLN;PPT;;;not;;;;;VALIDATE
Millan;109362;PPLN;GENT;;;not;;;;;VALIDATE
Perez;109370;PN;FT;;;;;;;;FOUND
Aellon;109379;PPLN;PPT;;;not;;;;;VALIDATE
Alfonso;109420;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Alfonso;109481;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Dios;109506;PN;FT;;;;;;;;FOUND
Castiella;109519;PLN;FT; ;Castilla;not;;; ;Medieval;FOUND
Toledo;109532;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Leon;109542;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;; ;Medieval;FOUND
Gallizia;109550;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;; ;Medieval;FOUND
Seuilia;109562;PLN;FT;http://sws.geonames.org/2510911/;Sevilla;not;;; ;Medieval;FOUND
Cordoua;109573;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;; ;Medieval;FOUND
Murçia;109584;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;109596;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;; ;Medieval;FOUND
Ferrando;109675;PN;FT; ; ;not; ; ; ; ;FOUND
Ferrandus;109719;UN;UNI;;;not;;;;;UNIDENTIFIED
Dei;109729;PN;FT;;;;;;;;FOUND
Madrid;109809;PLN;FT;http://sws.geonames.org/6359304/;Madrid;not;;;null;Freeling;FOUND
Facta;110334;PPLN;GENT;http://sws.geonames.org/3122691; ; ; ; ;null;Geonames;VALIDATE
Alfonso;110438;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
cosa;110573;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Rey;110711;PLN;FT;http://sws.geonames.org/3111903;Rey,Santa Eulalia;not;;;null;Geonames;FOUND
Alfonso;110792;APLN;AT;http://sws.geonames.org/10240358; ;yes;PN; ;null;Geonames;VALIDATE
Martinez;110800;APLN;AT;http://sws.geonames.org/9170045; ;yes;PN; ;null;Geonames;VALIDATE
Garcia;110833;PN;FT;;;;;;;;FOUND
Alfonso;110913;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Dios;110938;PN;FT;;;;;;;;FOUND
Castiella;110951;PLN;FT; ;Castilla;not;;; ;Medieval;FOUND
Toledo;110964;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Leon;110974;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;; ;Medieval;FOUND
Gallizia;110982;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;; ;Medieval;FOUND
Seuilla;110994;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;111005;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;; ;Medieval;FOUND
Murcia;111016;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;111026;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;; ;Medieval;FOUND
Algarbe;111038;PPLN;PPT;;;not;;;;;VALIDATE
Toledo;111104;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Agostin;111152;PN;FT; ; ;not; ; ; ; ;FOUND
Osma;111170;PLN;FT;http://sws.geonames.org/3114836;Osma;not;;;null;Geonames;FOUND
Pedro;111184;PN;FT; ; ;yes;APLN;http://sws.geonames.org/3114106;null;Geonames;FOUND
Cuenca;111200;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Seuilla;111344;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Remondo;111443;PLN;FT;http://sws.geonames.org/6360891; ;not; ; ;null;Geonames;FOUND
Seuilla;111464;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Segouia;111610;PLN;FT;http://pleiades.stoa.org/places/236658;Segovia;not;;; ;Medieval;FOUND
Aluarrazin;111623;PPLN;PPT;;;not;;;;;VALIDATE
Toledo;111705;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Seuilla;111723;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Alfonsso;112004;PN;FT; ; ;not; ; ; ; ;FOUND
Toledo;112045;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Remondo;112127;PLN;FT;http://sws.geonames.org/6360891; ;not; ; ;null;Geonames;FOUND
Seuilla;112148;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Remondo;112223;PLN;FT;http://sws.geonames.org/6360891; ;not; ; ;null;Geonames;FOUND
Alfonso;112529;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Dios;112554;PN;FT;;;;;;;;FOUND
Castiella;112567;PLN;FT; ;Castilla;not;;; ;Medieval;FOUND
Toledo;112580;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Leon;112590;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;; ;Medieval;FOUND
Gallizia;112598;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;; ;Medieval;FOUND
Seuilla;112610;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;112621;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;; ;Medieval;FOUND
Murcia;112632;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;112642;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;; ;Medieval;FOUND
Algarue;112654;PPLN;PPT;;;not;;;;;VALIDATE
Yolant;112689;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Ferrando;112742;PN;FT; ; ;not; ; ; ; ;FOUND
Sancho;112791;PN;FT; ; ;yes;APLN;http://sws.geonames.org/9170929;null;Geonames;FOUND
Pedro;112819;PN;FT; ; ;yes;APLN;http://sws.geonames.org/3114106;null;Geonames;FOUND
Madrit;112857;PLN;FT;http://sws.geonames.org/6359304/;Madrid;not;;;null;Freeling;FOUND
Madrit;113258;PLN;FT;http://sws.geonames.org/6359304/;Madrid;not;;; ;Medieval;FOUND
Alfonso;113548;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Ferrando;113624;PN;FT; ; ;not; ; ; ; ;FOUND
Madrit;113852;PLN;FT;http://sws.geonames.org/6359304/;Madrid;not;;; ;Medieval;FOUND
Nauidat;113968;PPLN;PPT;;;not;;;;;VALIDATE
Sant;113993;PPLN;PPT;;;not;;;;;VALIDATE
Johan;113999;PN;FT;;;;;;;;FOUND
Babtista;114005;UN;UNI;;;not;;;;;UNIDENTIFIED
Madrit;117791;PLN;FT;http://sws.geonames.org/6359304/;Madrid;not;;; ;Medieval;FOUND
cosa;118491;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Madrit;118608;PLN;FT;http://sws.geonames.org/6359304/;Madrid;not;;; ;Medieval;FOUND
Alfonso;118928;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Yolant;118970;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Ferrando;119023;PN;FT; ; ;not; ; ; ; ;FOUND
Sancho;119072;PN;FT; ; ;yes;APLN;http://sws.geonames.org/9170929;null;Geonames;FOUND
Pedro;119100;PN;FT; ; ;yes;APLN;http://sws.geonames.org/3114106;null;Geonames;FOUND
Domingo;119276;PPN;PPT;;;yes;APLN;;;;VALIDATE
Toledo;119295;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Seuilla;119355;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;yes;PN; ; ;Medieval;FOUND
Alfonso;119375;PN;FT;;;yes;APLN;;;;FOUND
Molina;119386;PN;FT;;;yes;APLN;;;;FOUND
Felipp;119405;PN;FT;;;yes;APLN;;;;FOUND
Aboabdille;119424;PPN;PPT;;;yes;APLN;;;;VALIDATE
Naçar;119441;UN;UNI;;;not;;;;;UNIDENTIFIED
Granada;119454;PLN;FT;http://sws.geonames.org/6357709;Gorad Granada,Grana,Granaada,Granada,Granado,Granata,Graná,Grenada,Grenade,Lungsod ng Granada,Qranada,garanada,ge la na da,ge lan na da,geulanada,ghrnatt,granada,grndh,guranada,jranada,kiranata,kran a da,Γρανάδα,Горад Гранада,Гранаада,Гранада,Ґранада,Գրանադա,גרנדה,جرانادا,غرناطة,غرناطہ,گرانادا,ग्रानाडा,ग्रानादा,গ্রানাডা,ਗਰਾਨਾਦਾ,கிரனாதா,กรานาดา,გრანადა,ግራናዳ,グラナダ,格拉纳达,格蘭納達,그라나다;yes;PN; ;null;Geonames;FOUND
Rey;119476;PLN;FT;http://sws.geonames.org/3111903;Rey,Santa Eulalia;not;;;null;Geonames;FOUND
Martin;119492;PN;FT;;;yes;APLN;;;;FOUND
Burgos;119510;PLN;FT;http://sws.geonames.org/6356377;Burgi,Burgos,Burgosas,Burgoso,Burgus,brghsh,brgws,bu er ge si,buleugoseu,bur kos,burugosu,bwrgws,Бургос,Бурґос,برغش,برگوس,بورگوس,บูร์โกส,ブルゴス,布尔戈斯,부르고스;not;;;null;Geonames;FOUND
Ferrando;119529;PN;FT;;;yes;APLN;;;;FOUND
Palencia;119549;PLN;FT;http://sws.geonames.org/6360072; ;not;;;null;Geonames;FOUND
Martin;119575;PN;FT; ; ;not; ; ; ; ;FOUND
Segouia;119592;PLN;FT;http://pleiades.stoa.org/places/236658;Segovia;not;;; ;Medieval;FOUND
Agostin;119641;PN;FT;;;yes;APLN;;;;FOUND
Osma;119660;PLN;FT;http://sws.geonames.org/3114836;Osma;not;;;null;Geonames;FOUND
Pedro;119677;PN;FT;;;yes;APLN;;;;FOUND
Cuenca;119694;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Aznar;119739;PPN;PPT;;;yes;APLN;;;;VALIDATE
Calahorra;119756;PLN;FT;http://sws.geonames.org/6359026; ;not;;;null;Geonames;FOUND
Ferrando;119778;PN;FT;;;yes;APLN;;;;FOUND
Cordoua;119798;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;; ;Medieval;FOUND
Adam;119818;PN;FT;;;yes;APLN;;;;FOUND
Plazencia;119834;PPLN;PPT;;;not;;;;;VALIDATE
Pascual;119856;PPN;PPT;;;yes;APLN;;;;VALIDATE
Jahen;119875;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;; ;Medieval;FOUND
Cartagena;119914;PLN;FT;http://sws.geonames.org/6359521; ;not;;;null;Geonames;FOUND
Pedryuannes;119936;PPN;PPT;;;yes;APLN;;;;VALIDATE
Maestre;119948;PLN;FT;http://sws.geonames.org/6478142; ;not;;;null;Geonames;FOUND
Orden;119963;UN;UNI;;;not;;;;;UNIDENTIFIED
Calatraua;119972;PN;FT;;;;;;;;FOUND
Pedro;119994;PN;FT;;;yes;APLN;;;;FOUND
Guzman;120000;PN;FT;;;;;;;;FOUND
Castiella;120028;PLN;FT; ;Castilla;not;;; ;Medieval;FOUND
Nunno;120050;PPN;PPT;;;yes;APLN;;;;VALIDATE
Alfonso;120078;PN;FT;;;yes;APLN;;;;FOUND
Alfonso;120104;PN;FT;;;yes;APLN;;;;FOUND
Johan;120132;PN;FT;;;yes;APLN;;;;FOUND
Alfonso;120138;PN;FT;;;;;;;;FOUND
Ferrand;120158;PN;FT;;;yes;APLN;;;;FOUND
Royz;120166;PN;FT;;;yes;APLN;;;;FOUND
Castro;120174;PLN;FT;http://pleiades.stoa.org/places/413072; ;yes;PN; ;An ancient place, cited: BAtlas 42 B3 Castro;Medieval;FOUND
Gomez;120193;PN;FT;;;yes;APLN;;;;FOUND
Royz;120199;PN;FT;;;;;;;;FOUND
Rodrig;120216;PPN;PPT;;;yes;APLN;;;;VALIDATE
Aluarez;120223;PN;FT;;;;;;;;FOUND
Suer;120243;PPN;PPT;;;yes;APLN;;;;VALIDATE
Bergonna;120280;PPN;PPT;;;yes;APLN;;;;VALIDATE
Rey;120303;PLN;FT;http://sws.geonames.org/3111903;Rey,Santa Eulalia;not;;;null;Geonames;FOUND
Gui;120319;PPN;PPT;;;yes;APLN;;;;VALIDATE
Flandres;120333;PPLN;PPT;;;not;;;;;VALIDATE
Rey;120356;PLN;FT;http://sws.geonames.org/3111903;Rey,Santa Eulalia;not;;;null;Geonames;FOUND
Henrri;120372;PPN;PPT;;;yes;APLN;;;;VALIDATE
Lo;120387;PPLN;PPT;;;not;;;;;VALIDATE
Rey;120410;PLN;FT;http://sws.geonames.org/3111903;Rey,Santa Eulalia;not;;;null;Geonames;FOUND
Alfonso;120426;PN;FT;;;yes;APLN;;;;FOUND
Rey;120444;PLN;FT;http://sws.geonames.org/3111903;Rey,Santa Eulalia;not;;;null;Geonames;FOUND
Johan;120449;PN;FT;;;;;;;;FOUND
Dacre;120455;UN;UNI;;;not;;;;;UNIDENTIFIED
Emperador;120461;PLN;FT;http://sws.geonames.org/9405399; ;not;;;null;Geonames;FOUND
Costantinopla;120475;PLN;FT;http://pleiades.stoa.org/places/520998;Constantinopla /Estambul;not;;; ;Medieval;FOUND
Berenguella;120515;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Rey;120549;PLN;FT;http://sws.geonames.org/3111903;Rey,Santa Eulalia;not;;;null;Geonames;FOUND
Loys;120565;PN;FT;;;yes;APLN;;;;FOUND
Emperador;120580;PLN;FT;http://sws.geonames.org/9405399; ;not;;;null;Geonames;FOUND
Belmont;120631;PPLN;PPT;;;not;;;;;VALIDATE
Rey;120653;PLN;FT;http://sws.geonames.org/3111903;Rey,Santa Eulalia;not;;;null;Geonames;FOUND
Johan;120669;PN;FT;;;yes;APLN;;;;FOUND
Emperador;120685;PLN;FT;http://sws.geonames.org/9405399; ;not;;;null;Geonames;FOUND
Montfort;120736;PPLN;PPT;;;not;;;;;VALIDATE
Rey;120759;PLN;FT;http://sws.geonames.org/3111903;Rey,Santa Eulalia;not;;;null;Geonames;FOUND
Murcia;120792;PLN;FT;http://sws.geonames.org/6362997/;Murcia;yes;PN; ; ;Medieval;FOUND
Rey;120813;PLN;FT;http://sws.geonames.org/3111903;Rey,Santa Eulalia;not;;;null;Geonames;FOUND
Beart;120848;PPN;PPT;;;yes;APLN;;;;VALIDATE
Rey;120868;PLN;FT;http://sws.geonames.org/3111903;Rey,Santa Eulalia;not;;;null;Geonames;FOUND
Limoges;120900;PPN;PPT;;;yes;APLN;;;;VALIDATE
Rey;120922;PLN;FT;http://sws.geonames.org/3111903;Rey,Santa Eulalia;not;;;null;Geonames;FOUND
Ferrando;120948;PN;FT; ; ;not; ; ; ; ;FOUND
Manuel;121012;PN;FT; ; ;yes;APLN;http://sws.geonames.org/6362025;null;Geonames;FOUND
Johan;121058;PN;FT;;;yes;APLN;;;;FOUND
Santiago;121077;PLN;FT;http://sws.geonames.org/9224885; ;yes;PN; ;null;Geonames;FOUND
Martin;121119;PN;FT;;;yes;APLN;;;;FOUND
Leon;121137;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;; ;Medieval;FOUND
Pedro;121154;PN;FT;;;yes;APLN;;;;FOUND
Ouiedo;121171;PPLN;PPT;;;not;;;;;VALIDATE
Suero;121190;PPN;PPT;;;yes;APLN;;;;VALIDATE
C'amora;121207;PPLN;PPT;;;not;;;;;VALIDATE
Pedro;121227;PN;FT;;;yes;APLN;;;;FOUND
Salamanca;121244;PLN;FT;http://pleiades.stoa.org/places/236642;Salamanca;not;;; ;Medieval;FOUND
Pedro;121266;PN;FT;;;yes;APLN;;;;FOUND
Astorga;121283;PLN;FT;http://sws.geonames.org/6358559;Astorga,Astorgo,Asturica Augusta,Estorga,a si tuo er jia,aseutoleuga,astrqt,astwrkha,asutoruga,Асторга,Աստորգա,آستورخا,أسترقة,アストルガ,阿斯托尔加,아스토르가;not;;;null;Geonames;FOUND
Domingo;121303;PPN;PPT;;;yes;APLN;;;;VALIDATE
Cibdat;121322;PPLN;PPT;;;not;;;;;VALIDATE
Miguel;121341;PPN;PPT;;;yes;APLN;;;;VALIDATE
Lugo;121359;PLN;FT;http://sws.geonames.org/6359189;Gorad Luga,Lougo,Lucus Augusti,Lugas,Lugo,Lugu,lu gao,lu ge,lu ko,lugo,luko,lwghw,lwgw,rugo,Λούγο,Горад Луга,Луго,Լուգո,לוגו,لوغو,لوگو,लूगो,லுகோ,ลูโก,ლუგო,ሉጎ,ルーゴ,卢戈,盧高,루고;not;;;null;Geonames;FOUND
Johan;121376;PN;FT;;;yes;APLN;;;;FOUND
Orens;121393;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/992080;null;not;;;An ancient place, cited: BAtlas 101 M6 Oriens;Medieval;FOUND
Gil;121411;PPN;PPT;;;yes;APLN;;;;VALIDATE
Tuy;121426;PLN;FT;http://sws.geonames.org/6360252;Tuj,Tuy,to~ui,tu yi,twy,Туй,توي,توی,トゥイ,图伊;not;;;null;Medieval;FOUND
Munno;121442;PPN;PPT;;;yes;APLN;;;;VALIDATE
Mondonnedo;121459;PLN;FT;http://sws.geonames.org/6359191; ;not;;;null;Medieval;FOUND
Ferrando;121482;PN;FT;;;yes;APLN;;;;FOUND
Coria;121502;PLN;FT;http://sws.geonames.org/6356764;Coria,Còria,Cória,Koria,Korija,ke li ya,qwryt,Кория,Корія,Կորիա,قورية,科里亚;not;;;null;Geonames;FOUND
Garcia;121520;PN;FT;;;yes;APLN;;;;FOUND
Silue;121538;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/688028;null;not;;;An ancient place, cited: BAtlas 70 G1 Silo;Medieval;FOUND
Badalloz;121577;PPLN;PPT;;;not;;;;;VALIDATE
Pelay;121598;PPN;PPT;;;yes;APLN;;;;VALIDATE
Perez;121604;PN;FT;;;;;;;;FOUND
Maestre;121610;PLN;FT;http://sws.geonames.org/6478142; ;not;;;null;Geonames;FOUND
Orden;121625;UN;UNI;;;not;;;;;UNIDENTIFIED
Sanctiago;121634;PPLN;PPT;;;not;;;;;VALIDATE
Garci;121656;PN;FT;;;yes;APLN;;;;FOUND
Ferrandez;121662;PN;FT;;;;;;;;FOUND
Maestre;121672;PLN;FT;http://sws.geonames.org/6478142; ;not;;;null;Geonames;FOUND
Orden;121687;UN;UNI;;;not;;;;;UNIDENTIFIED
Alcantara;121696;PLN;FT;http://sws.geonames.org/10241080; ;not;;;null;Geonames;FOUND
Martin;121718;PN;FT;;;yes;APLN;;;;FOUND
Nunnez;121725;PN;FT;;;;;;;;FOUND
Maestre;121732;PLN;FT;http://sws.geonames.org/6478142; ;not;;;null;Geonames;FOUND
Gutier;121776;PPN;PPT;;;yes;APLN;;;;VALIDATE
Leon;121811;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;; ;Medieval;FOUND
Gallizia;121839;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;; ;Medieval;FOUND
Johan;121864;PN;FT;;;;;;;;FOUND
Alfonso;121870;PN;FT;;;;;;;;FOUND
Rey;121891;PLN;FT;http://sws.geonames.org/3111903;Rey,Santa Eulalia;not;;;null;Geonames;FOUND
Leon;121899;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;; ;Medieval;FOUND
Arcidiano;121906;UN;UNI;;;not;;;;;UNIDENTIFIED
Sanctiago;121920;PPLN;PPT;;;not;;;;;VALIDATE
Ferrando;121942;PN;FT;;;yes;APLN;;;;FOUND
Loys;121963;PN;FT;;;yes;APLN;;;;FOUND
Alfonso;121980;PN;FT;;;yes;APLN;;;;FOUND
Ferrandez;121988;PN;FT;;;;;;;;FOUND
Rey;122008;PLN;FT;http://sws.geonames.org/3111903;Rey,Santa Eulalia;not;;;null;Geonames;FOUND
Rodrig;122024;PPN;PPT;;;yes;APLN;;;;VALIDATE
Alfonso;122031;PN;FT;;;;;;;;FOUND
Martin;122051;PN;FT;;;yes;APLN;;;;FOUND
Alfonso;122058;PN;FT;;;;;;;;FOUND
Rodrigo;122078;PPN;PPT;;;yes;APLN;;;;VALIDATE
Johan;122105;PN;FT;;;yes;APLN;;;;FOUND
Perez;122111;PN;FT;;;;;;;;FOUND
Ferand;122129;PPN;PPT;;;yes;APLN;;;;VALIDATE
Ramir;122156;PPN;PPT;;;yes;APLN;;;;VALIDATE
Diaz;122162;PN;FT;;;;;;;;FOUND
Pelay;122179;PPN;PPT;;;yes;APLN;;;;VALIDATE
Perez;122185;PN;FT;;;;;;;;FOUND
Alfonso;122203;PN;FT;;;yes;APLN;;;;FOUND
Garcia;122211;PN;FT;;;;;;;;FOUND
Murcia;122249;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Andaluzia;122262;PLN;FT;http://sws.geonames.org/2593109/;Andalucía;not;;; ;Medieval;FOUND
Yo;122280;UN;UNI;;;not;;;;;UNIDENTIFIED
Johan;122283;PN;FT;;;;;;;;FOUND
Perez;122289;PN;FT;;;;;;;;FOUND
Cibdat;122299;PPLN;PPT;;;not;;;;;VALIDATE
Millan;122333;PPLN;GENT;;;not;;;;;VALIDATE
Perez;122341;PN;FT;;;;;;;;FOUND
Aellon;122350;PPLN;PPT;;;not;;;;;VALIDATE
Alfonso;122391;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Orden;122512;UN;UNI;;;not;;;;;UNIDENTIFIED
Alcantara;122521;PLN;FT;http://sws.geonames.org/10241080; ;not;;;null;Geonames;FOUND
Perero;122537;PPLN;PPT;;;not;;;;;VALIDATE
Toledo;122632;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Alcocer;122663;PLN;FT;http://sws.geonames.org/6357814; ;not;;;null;Geonames;FOUND
Guia;122710;PLN;FT;http://sws.geonames.org/2516861;Guia de Gran Canaria,Guía de Gran Canaria;not;;;null;Geonames;FOUND
Guadiana;122770;PLN;FT;http://sws.geonames.org/2516939;Cortijada Guadiana,Cortijo de Guadiana,Guadiana;not;;;null;Geonames;FOUND
Dios;122841;PN;FT;;;;;;;;FOUND
Castiella;122854;PLN;FT; ;Castilla;not;;; ;Medieval;FOUND
Toledo;122867;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Leon;122877;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;; ;Medieval;FOUND
Gallizia;122885;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;; ;Medieval;FOUND
Seuilla;122897;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;122908;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;; ;Medieval;FOUND
Murcia;122919;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;122929;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;; ;Medieval;FOUND
Algarue;122941;PPLN;PPT;;;not;;;;;VALIDATE
Johan;123265;PN;FT;;;;;;;;FOUND
Ferrandez;123271;PN;FT;;;;;;;;FOUND
Diag;123300;UN;UNI;;;not;;;;;UNIDENTIFIED
Alfonso;123305;APLN;AT;http://sws.geonames.org/10240358; ;yes;PN; ;null;Geonames;VALIDATE
Alfonso;123315;APLN;AT;http://sws.geonames.org/10240358; ;yes;PN; ;null;Geonames;VALIDATE
Ferrandez;123323;PN;FT;;;;;;;;FOUND
Alfonso;123335;APLN;AT;http://sws.geonames.org/10240358; ;yes;PN; ;null;Geonames;VALIDATE
Matheos;123343;UN;UNI;;;not;;;;;UNIDENTIFIED
Toledo;123393;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Alcocer;124202;PLN;FT;http://sws.geonames.org/6357814; ;not;;;null;Geonames;FOUND
Durant;124233;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Maestre;124465;PLN;FT;http://sws.geonames.org/6478142; ;not;;;null;Geonames;FOUND
Toledo;124534;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Durant;124592;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Alcantara;124858;PLN;FT;http://sws.geonames.org/10241080; ;not;;;null;Geonames;FOUND
Toledo;124971;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Durant;125216;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Manuel;125333;PN;FT; ; ;yes;APLN;http://sws.geonames.org/6362025;null;Geonames;FOUND
